Code;Bahnhof_Haltestelle;Bezugsjahr;DTV;DWV;Eigner;Bemerkung;geopos;lod
WTOE;Winterthur Töss;2016-01-01;620;710.0;SBB;;47.4898075094, 8.70929159585;http://lod.opentransportdata.swiss/didok/8506044
WZ;Wetzikon;2016-01-01;23600;27700.0;SBB;;47.3180331432, 8.79226951209;http://lod.opentransportdata.swiss/didok/8503123
WL;Wald;2016-01-01;790;870.0;SBB;;47.2726849167, 8.91398907071;http://lod.opentransportdata.swiss/didok/8503138
WA;Wattwil;2014-01-01;7200;8000.0;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.2994785543, 9.0864636527;http://lod.opentransportdata.swiss/didok/8506200
WILA;Wila;2014-01-01;600;680.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4177702961, 8.84846779076;http://lod.opentransportdata.swiss/didok/8506008
WO;Wohlen;2014-01-01;5200;6200.0;SBB;Ohne BDWM.;47.3484618374, 8.26978121872;http://lod.opentransportdata.swiss/didok/8502213
WILN;Wilen bei Wollerau;2014-01-01;230;260.0;SOB;;47.1975794035, 8.73431410161;http://lod.opentransportdata.swiss/didok/8503295
WGR;Winterthur Grüze;2014-01-01;1700;2100.0;SBB;;47.4987506397, 8.75103748096;http://lod.opentransportdata.swiss/didok/8506001
WOS;Wolfenschiessen;2014-01-01;400;430.0;ZB;;46.9077595046, 8.39468155812;http://lod.opentransportdata.swiss/didok/8508394
ZGO;Zug Oberwil;2014-01-01;280;320.0;SBB;;47.147675872, 8.50992153777;http://lod.opentransportdata.swiss/didok/8502231
WUER;Würenlos;2014-01-01;780;920.0;SBB;;47.4457585301, 8.35764331882;http://lod.opentransportdata.swiss/didok/8503529
WZ;Wetzikon;2014-01-01;24100;28300.0;SBB;;47.3180331432, 8.79226951209;http://lod.opentransportdata.swiss/didok/8503123
ZG;Zug;2014-01-01;35500;41500.0;SBB;;47.1736230527, 8.51529569481;http://lod.opentransportdata.swiss/didok/8502204
TAEN;Tägerschen;2014-01-01;90;100.0;THURBO;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5093655501, 9.02478054512;http://lod.opentransportdata.swiss/didok/8506168
TR;Travers;2014-01-01;370;450.0;CFF;Ohne TRN.;46.9424047306, 6.67656029661;http://lod.opentransportdata.swiss/didok/8504215
STSA;St-Saphorin;2014-01-01;140;120.0;CFF;;46.4725855624, 6.7970306112;http://lod.opentransportdata.swiss/didok/8501127
UNT;Unterterzen;2014-01-01;370;310.0;SBB;;47.1138559734, 9.25500777055;http://lod.opentransportdata.swiss/didok/8509416
STB;Steinebrunn;2014-01-01;110;120.0;SOB;;47.5315345098, 9.34983964909;http://lod.opentransportdata.swiss/didok/8506397
STMR;Steinmaur;2014-01-01;940;1100.0;SBB;;47.4899801946, 8.4468407224;http://lod.opentransportdata.swiss/didok/8503316
TUE;Tüscherz;2014-01-01;100;100.0;SBB;;47.1149950289, 7.19730481483;http://lod.opentransportdata.swiss/didok/8504229
TER;Territet;2014-01-01;220;240.0;CFF;;46.4263773828, 6.92270212787;http://lod.opentransportdata.swiss/didok/8501301
TW;Thalwil;2014-01-01;17300;19800.0;SBB;;47.2959747213, 8.56475556229;http://lod.opentransportdata.swiss/didok/8503202
TWN;Twann;2014-01-01;550;500.0;SBB;;47.0936555927, 7.15649171643;http://lod.opentransportdata.swiss/didok/8504228
WAA;Wangen an der Aare;2014-01-01;680;730.0;SBB;;47.2319515056, 7.6562236042;http://lod.opentransportdata.swiss/didok/8500210
WAB;Waldibrücke;2014-01-01;490;620.0;SBB;;47.1078933281, 8.31968694103;http://lod.opentransportdata.swiss/didok/8502017
WAL;Walenstadt;2014-01-01;1400;1500.0;SBB;;47.1198710093, 9.31297181278;http://lod.opentransportdata.swiss/didok/8509414
VIL;Villeneuve;2014-01-01;1900;2100.0;CFF;;46.3983659275, 6.92699984758;http://lod.opentransportdata.swiss/didok/8501303
WS;Wallisellen;2014-01-01;11600;14500.0;SBB;;47.4127169827, 8.59191127027;http://lod.opentransportdata.swiss/didok/8503129
VAU;Vaumarcus;2014-01-01;50;50.0;CFF;;46.8776352286, 6.75758253853;http://lod.opentransportdata.swiss/didok/8504204
UZW;Uzwil;2014-01-01;4700;5600.0;SBB;;47.4364421946, 9.13097170762;http://lod.opentransportdata.swiss/didok/8506208
UST;Uster;2014-01-01;23500;27600.0;SBB;;47.3503664551, 8.71868854805;http://lod.opentransportdata.swiss/didok/8503125
VI;Visp;2014-01-01;18800;18400.0;SBB;;46.2940248591, 7.88145816487;http://lod.opentransportdata.swiss/didok/8501605
WL;Wald;2014-01-01;770;870.0;SBB;;47.2726849167, 8.91398907071;http://lod.opentransportdata.swiss/didok/8503138
FRI;Fribourg/Freiburg;2016-01-01;23400;27100.0;CFF;Ohne TPF.;46.8032670642, 7.15102324519;http://lod.opentransportdata.swiss/didok/8504100
FT;Feuerthalen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6921636376, 8.64595208918;http://lod.opentransportdata.swiss/didok/8503425
FF;Frauenfeld;2016-01-01;12600;14200.0;SBB;Inklusive FW.;47.5581599749, 8.89653893491;http://lod.opentransportdata.swiss/didok/8506100
EW;Etzwilen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6611436806, 8.81859374588;http://lod.opentransportdata.swiss/didok/8506025
FEL;Felben-Wellhausen;2016-01-01;480;560.0;SBB;;47.5771019005, 8.94316091804;http://lod.opentransportdata.swiss/didok/8506101
ESB;Eschenbach;2016-01-01;810;930.0;SBB;;47.1323911487, 8.32277893852;http://lod.opentransportdata.swiss/didok/8502022
FA;Faido;2016-01-01;350;380.0;FFS;;46.48307671, 8.79070214577;http://lod.opentransportdata.swiss/didok/8505204
REUT;Reutlingen;2014-01-01;310;360.0;SBB;Aus erhebungstechnischen Gründen sind sowohl die Aussagekraft der Angabe 2014 als auch diejenige der Angabe 2016 eingeschränkt und somit ein Vergleich der beiden Angaben nicht sinnvoll.;47.5296543857, 8.75213281727;http://lod.opentransportdata.swiss/didok/8506036
ROBG;Roggwil-Berg;2014-01-01;330;380.0;SOB;;47.4855867173, 9.39201271083;http://lod.opentransportdata.swiss/didok/8506394
RIN;Ringgenberg;2014-01-01;140;140.0;ZB;;46.703860644, 7.89981420136;http://lod.opentransportdata.swiss/didok/8508301
SN;S. Nazzaro;2014-01-01;50;50.0;FFS;;46.1351651392, 8.80705386556;http://lod.opentransportdata.swiss/didok/8505407
RIET;Rietheim;2014-01-01;230;270.0;SBB;;47.6007474568, 8.27730806919;http://lod.opentransportdata.swiss/didok/8503410
RTH;Rüthi SG;2014-01-01;90;100.0;SBB;;47.2867324557, 9.53604616419;http://lod.opentransportdata.swiss/didok/8509401
RE;Renan BE;2014-01-01;160;180.0;CFF;;47.1257120451, 6.92537048378;http://lod.opentransportdata.swiss/didok/8504312
SAF;Safenwil;2014-01-01;570;690.0;SBB;;47.32175296, 7.98350900936;http://lod.opentransportdata.swiss/didok/8502100
RUS;Russin;2014-01-01;190;220.0;CFF;;46.187771194, 6.01755436893;http://lod.opentransportdata.swiss/didok/8501002
ROS;Rosé;2014-01-01;640;860.0;CFF;;46.7826234886, 7.06196897192;http://lod.opentransportdata.swiss/didok/8504028
ZZ;Bad Zurzach;2016-01-01;1300;1500.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5883101087, 8.29556465398;http://lod.opentransportdata.swiss/didok/8503409
SAN;S. Antonino;2014-01-01;470;530.0;FFS;;46.1604416733, 8.97392431539;http://lod.opentransportdata.swiss/didok/8505415
RG;Reichenburg;2014-01-01;410;470.0;SBB;;47.1726951083, 8.98230203354;http://lod.opentransportdata.swiss/didok/8503223
LBD;Root D4;2014-01-01;770;990.0;SBB;;47.1048571473, 8.37379836133;http://lod.opentransportdata.swiss/didok/8515997
KE;Kemptthal;2016-01-01;560;640.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.452833265, 8.70557069755;http://lod.opentransportdata.swiss/didok/8503304
HI;Hinwil;2016-01-01;2500;2900.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3000509, 8.83969785564;http://lod.opentransportdata.swiss/didok/8503130
HPT;Hauptwil;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4768608536, 9.25157587262;http://lod.opentransportdata.swiss/didok/8506212
HAEW;Häggenschwil-Winden;2016-01-01;250;280.0;SOB;;47.5038584595, 9.35870895961;http://lod.opentransportdata.swiss/didok/8506395
HGO;Horgen Oberdorf;2016-01-01;2200;2700.0;SBB;;47.2587470381, 8.58980260632;http://lod.opentransportdata.swiss/didok/8502208
HOBK;Holderbank AG;2016-01-01;310;390.0;SBB;;47.4286345989, 8.16659869889;http://lod.opentransportdata.swiss/didok/8502128
HDK;Hendschiken;2016-01-01;400;500.0;SBB;;47.3894242237, 8.20737399629;http://lod.opentransportdata.swiss/didok/8502211
GUEB;Gübsensee;2016-01-01;50;50.0;SOB;;47.3979011244, 9.31675442795;http://lod.opentransportdata.swiss/didok/8506287
GRO;Grolley;2016-01-01;680;860.0;CFF;;46.8319680926, 7.06605291011;http://lod.opentransportdata.swiss/didok/8504138
HEN;Henniez;2016-01-01;70;80.0;CFF;;46.7349960085, 6.87010300707;http://lod.opentransportdata.swiss/didok/8504141
KLB;Kloten Balsberg;2016-01-01;1600;1900.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4422864693, 8.57070137795;http://lod.opentransportdata.swiss/didok/8503309
KNO;Knonau;2016-01-01;920;1100.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.2202591199, 8.4667085831;http://lod.opentransportdata.swiss/didok/8502226
KL;Kloten;2016-01-01;5100;5700.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4486070251, 8.58379121249;http://lod.opentransportdata.swiss/didok/8503308
LAN;Langwiesen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6834480371, 8.66229616245;http://lod.opentransportdata.swiss/didok/8503426
KOL;Kollbrunn;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4583242963, 8.77399383924;http://lod.opentransportdata.swiss/didok/8506004
KLW;Killwangen-Spreitenbach;2016-01-01;3800;4500.0;SBB;;47.433328238, 8.35419430986;http://lod.opentransportdata.swiss/didok/8503506
KGD;Küngoldingen;2016-01-01;130;150.0;SBB;;47.3019656073, 7.94169493557;http://lod.opentransportdata.swiss/didok/8502120
KUES;Küsnacht ZH;2016-01-01;5100;6100.0;SBB;;47.3191528026, 8.58061588761;http://lod.opentransportdata.swiss/didok/8503101
LQ;Landquart;2016-01-01;13300;13100.0;SBB;;46.9674389764, 9.55402859224;http://lod.opentransportdata.swiss/didok/8509002
KK;Kölliken;2016-01-01;640;760.0;SBB;;47.3372920119, 8.0264455205;http://lod.opentransportdata.swiss/didok/8502101
NL;Nesslau-Neu St. Johann;2016-01-01;;;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.2266599944, 9.19779821129;http://lod.opentransportdata.swiss/didok/8506299
NWD;Niederweningen Dorf;2016-01-01;860;1000.0;SBB;;47.5059060903, 8.38104986019;http://lod.opentransportdata.swiss/didok/8503318
NAEF;Näfels-Mollis;2016-01-01;1400;1600.0;SBB;;47.0987196928, 9.0699449253;http://lod.opentransportdata.swiss/didok/8503227
OEF;Oberentfelden;2016-01-01;750;890.0;SBB;;47.3564807476, 8.04837791732;http://lod.opentransportdata.swiss/didok/8502102
NIE;Niederhasli;2016-01-01;2100;2400.0;SBB;;47.4783287603, 8.48869130494;http://lod.opentransportdata.swiss/didok/8503314
NOI;Noiraigue;2016-01-01;320;320.0;CFF;;46.9549132858, 6.72179933612;http://lod.opentransportdata.swiss/didok/8504216
NET;Netstal;2016-01-01;800;910.0;SBB;;47.0645276001, 9.05942421662;http://lod.opentransportdata.swiss/didok/8503228
NEB;Nebikon;2016-01-01;1400;1700.0;SBB;;47.192373647, 7.97744173598;http://lod.opentransportdata.swiss/didok/8502005
MUEL;Müllheim-Wigoltingen;2016-01-01;550;640.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5881673349, 9.01550138775;http://lod.opentransportdata.swiss/didok/8506103
LENG;Lengwil;2016-01-01;;;THURBO;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6255999765, 9.19026101005;http://lod.opentransportdata.swiss/didok/8506196
MB;Malleray-Bévilard;2016-01-01;640;770.0;CFF;;47.2387040498, 7.27593219578;http://lod.opentransportdata.swiss/didok/8500102
MAR;Maroggia-Melano;2016-01-01;670;790.0;FFS;;45.9324428303, 8.97393689235;http://lod.opentransportdata.swiss/didok/8505303
MTM;Mettmenstetten;2016-01-01;1900;2200.0;SBB;;47.244071939, 8.45736538581;http://lod.opentransportdata.swiss/didok/8502225
MR;Meiringen;2016-01-01;2000;2100.0;ZB;;46.7273296622, 8.18423402153;http://lod.opentransportdata.swiss/didok/8508308
MUEH;Mühlau;2016-01-01;180;210.0;SBB;;47.225014385, 8.3885103326;http://lod.opentransportdata.swiss/didok/8502217
MI;Muri AG;2016-01-01;2200;2600.0;SBB;;47.2766601869, 8.3397982935;http://lod.opentransportdata.swiss/didok/8502215
ML;Meilen;2016-01-01;8000;9300.0;SBB;;47.2698122, 8.64429304135;http://lod.opentransportdata.swiss/didok/8503104
MIES;Mies;2016-01-01;560;650.0;CFF;;46.2998757136, 6.1695702204;http://lod.opentransportdata.swiss/didok/8501014
REN;Renens VD;2016-01-01;18100;21800.0;CFF;Ohne TSOL.;46.5370287879, 6.57893884264;http://lod.opentransportdata.swiss/didok/8501118
RFAU;Rheinfelden Augarten;2016-01-01;980;1100.0;SBB;;47.5458662882, 7.76802232018;http://lod.opentransportdata.swiss/didok/8500313
ROG;Roggwil-Wynau;2016-01-01;260;310.0;SBB;;47.2516286412, 7.81490475887;http://lod.opentransportdata.swiss/didok/8508101
RDM;Riedmatt SZ;2016-01-01;230;280.0;SOB;;47.1967577296, 8.71201550744;http://lod.opentransportdata.swiss/didok/8503294
RH;Romanshorn;2016-01-01;10300;11300.0;SBB;;47.5655269844, 9.37936259732;http://lod.opentransportdata.swiss/didok/8506121
RIN;Ringgenberg;2016-01-01;150;140.0;ZB;;46.703860644, 7.89981420136;http://lod.opentransportdata.swiss/didok/8508301
LBD;Root D4;2016-01-01;800;1000.0;SBB;;47.1048571473, 8.37379836133;http://lod.opentransportdata.swiss/didok/8515997
ROS;Rosé;2016-01-01;680;900.0;CFF;;46.7826234886, 7.06196897192;http://lod.opentransportdata.swiss/didok/8504028
LG;Lugano;2016-01-01;14100;16200.0;FFS;Ohne FLP.;46.0055057275, 8.94687441524;http://lod.opentransportdata.swiss/didok/8505300
COL;Le Locle-Col-des-Roches;2016-01-01;80;100.0;CFF;;47.0498780241, 6.72606805002;http://lod.opentransportdata.swiss/didok/8504317
CRET;Le Crêt-du-Locle;2016-01-01;250;340.0;CFF;;47.0775941385, 6.78517707886;http://lod.opentransportdata.swiss/didok/8504315
TUI;Les Tuileries;2016-01-01;510;580.0;CFF;;46.2499433407, 6.14734101981;http://lod.opentransportdata.swiss/didok/8501011
MF;Maienfeld;2016-01-01;790;890.0;SBB;;47.0038340592, 9.52919552142;http://lod.opentransportdata.swiss/didok/8509003
LIN;Linthal;2016-01-01;350;380.0;SBB;;46.9255699583, 8.99777825107;http://lod.opentransportdata.swiss/didok/8503239
LEN;Lengnau;2016-01-01;1100;1200.0;SBB;;47.1794233382, 7.36654652735;http://lod.opentransportdata.swiss/didok/8500201
LUC;Lucens;2016-01-01;750;900.0;CFF;;46.7077668295, 6.84214373406;http://lod.opentransportdata.swiss/didok/8504121
LUN;Lungern;2016-01-01;450;450.0;ZB;;46.7863494029, 8.16355874167;http://lod.opentransportdata.swiss/didok/8508310
LTY;Lutry;2016-01-01;1200;1300.0;CFF;;46.5037789699, 6.69061164399;http://lod.opentransportdata.swiss/didok/8501122
PAL;Palézieux;2016-01-01;3400;4000.0;CFF;Ohne TPF.;46.5427523751, 6.83787768542;http://lod.opentransportdata.swiss/didok/8504014
PRSR;Pratteln Salina Raurica;2016-01-01;1000;1200.0;SBB;;47.5305742249, 7.70986947527;http://lod.opentransportdata.swiss/didok/8517131
OAB;Oberried am Brienzersee;2016-01-01;170;180.0;ZB;;46.736557734, 7.95891948093;http://lod.opentransportdata.swiss/didok/8508303
PTC;Pont-Céard;2016-01-01;3000;3400.0;CFF;;46.287391434, 6.16267245042;http://lod.opentransportdata.swiss/didok/8501013
PUN;Pully-Nord;2016-01-01;830;1000.0;CFF;;46.5146692019, 6.65798812442;http://lod.opentransportdata.swiss/didok/8504000
RW;Rapperswil;2016-01-01;20900;22800.0;SBB;;47.2248877672, 8.81673057998;http://lod.opentransportdata.swiss/didok/8503110
OBK;Oberkirch;2016-01-01;480;550.0;SBB;;47.1552315719, 8.11422262548;http://lod.opentransportdata.swiss/didok/8502011
OI;Oberrüti;2016-01-01;330;390.0;SBB;;47.1659234421, 8.40476673935;http://lod.opentransportdata.swiss/didok/8502219
PFU;Pfungen;2016-01-01;1400;1700.0;SBB;;47.5160332387, 8.64661156441;http://lod.opentransportdata.swiss/didok/8506042
SLF;Schloss Laufen am Rheinfall;2016-01-01;440;370.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.6765598478, 8.61424692042;http://lod.opentransportdata.swiss/didok/8506039
SH;Schaffhausen;2016-01-01;18200;20500.0;SBB;Ohne DB.;47.6982814692, 8.6327284859;http://lod.opentransportdata.swiss/didok/8503424
RTT;Rothenthurm;2016-01-01;430;510.0;SOB;;47.1057933987, 8.67466069215;http://lod.opentransportdata.swiss/didok/8503282
SAN;S. Antonino;2016-01-01;440;510.0;FFS;;46.1604416733, 8.97392431539;http://lod.opentransportdata.swiss/didok/8505415
SCAE;Schänis;2016-01-01;630;730.0;SBB;;47.1576544109, 9.04396432715;http://lod.opentransportdata.swiss/didok/8503119
RUET;Rüti GL;2016-01-01;170;200.0;SBB;;46.934547281, 9.01302543269;http://lod.opentransportdata.swiss/didok/8503238
SAF;Safenwil;2016-01-01;540;640.0;SBB;;47.32175296, 7.98350900936;http://lod.opentransportdata.swiss/didok/8502100
SAX;Saxon;2016-01-01;760;930.0;CFF;;46.149376272, 7.17343442478;http://lod.opentransportdata.swiss/didok/8501502
SCWE;Schwerzenbach ZH;2016-01-01;10100;12100.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3843802387, 8.6586595992;http://lod.opentransportdata.swiss/didok/8503127
SGHA;St. Gallen Haggen;2016-01-01;;;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4078348305, 9.33813679477;http://lod.opentransportdata.swiss/didok/8506392
SIG;Siggenthal-Würenlingen;2016-01-01;1300;1600.0;SBB;;47.5206885967, 8.24066005982;http://lod.opentransportdata.swiss/didok/8503502
SEM;Sempach-Neuenkirch;2016-01-01;2100;2400.0;SBB;;47.1160520887, 8.19596739854;http://lod.opentransportdata.swiss/didok/8502009
SGBR;St. Gallen Bruggen;2016-01-01;310;350.0;SBB;;47.4072003987, 9.32964579651;http://lod.opentransportdata.swiss/didok/8506301
SG;St. Gallen;2016-01-01;47400;53200.0;SBB;;47.4231790668, 9.36987712043;http://lod.opentransportdata.swiss/didok/8506302
SIS;Sissach;2016-01-01;8000;9000.0;SBB;;47.4627456535, 7.81201832437;http://lod.opentransportdata.swiss/didok/8500026
SEL;Selzach;2016-01-01;810;980.0;SBB;;47.2006188377, 7.45662984225;http://lod.opentransportdata.swiss/didok/8500204
BSD;Bassersdorf;2016-01-01;4600;5300.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4385636372, 8.62619947666;http://lod.opentransportdata.swiss/didok/8503307
GD;Arth-Goldau;2016-01-01;12600;12800.0;SBB;Ohne RB.;47.04915622, 8.54949116322;http://lod.opentransportdata.swiss/didok/8505004
BEX;Bex;2016-01-01;2000;2300.0;CFF;Ohne TPC.;46.2514595964, 7.00067755704;http://lod.opentransportdata.swiss/didok/8501402
BIM;Biel Mett;2016-01-01;510;630.0;SBB;;47.1447131206, 7.27247559035;http://lod.opentransportdata.swiss/didok/8504419
BET;Bettlach;2016-01-01;630;790.0;SBB;;47.1949438967, 7.42836206864;http://lod.opentransportdata.swiss/didok/8500203
BELL;Bellach;2016-01-01;570;680.0;SBB;;47.2089019374, 7.50785978776;http://lod.opentransportdata.swiss/didok/8500205
BIA;Biasca;2016-01-01;1900;2200.0;FFS;;46.351982918, 8.97416705214;http://lod.opentransportdata.swiss/didok/8505209
BV;Bevaix;2016-01-01;480;560.0;CFF;;46.9296874014, 6.81167928339;http://lod.opentransportdata.swiss/didok/8504206
AX;Arnex;2016-01-01;200;230.0;CFF;;46.6980662731, 6.51890326658;http://lod.opentransportdata.swiss/didok/8501107
BAA;Baar;2016-01-01;8300;9800.0;SBB;;47.1953625991, 8.52325583517;http://lod.opentransportdata.swiss/didok/8502206
